X axis [deg],PMax1 [bar]
1226880,33.135857
1227600,32.606037
1228320,31.606739
1229040,31.644985
1229760,32.662052
1230480,33.052917
1231200,33.279877
1231920,32.763378
1232640,31.978638
1233360,32.269955
1234080,32.384624
1234800,33.090813
1235520,32.129948
1236240,32.954075
1236960,32.540508
1237680,32.270847
1238400,30.578514
1239120,33.194153
1239840,33.85355
1240560,32.227524
1241280,30.856873
1242000,32.160831
1242720,31.839491
1243440,31.890905
1244160,32.089947
1244880,32.169128
1245600,32.099174
1246320,32.753849
1247040,32.778717
1247760,30.167593
1248480,31.492458
1249200,32.851505
1249920,31.262959
1250640,33.000069
1251360,32.359856
1252080,29.246227
1252800,32.415573
1253520,32.287174
1254240,31.060822
1254960,32.047302
1255680,32.162582
1256400,32.396851
1257120,31.103075
1257840,34.208073
1258560,32.184498
1259280,30.11017
1260000,33.115269
1260720,32.997459
1261440,32.817081
1262160,32.979969
1262880,32.32296
1263600,31.801903
1264320,31.105783
1265040,33.27536
1265760,32.285595
1266480,32.450397
1267200,31.360023
1267920,33.705738
1268640,32.093922
1269360,31.449083
1270080,33.493698
1270800,31.461143
1271520,32.781094
1272240,32.649406
1272960,32.665756
1273680,33.768688
1274400,33.589336
1275120,33.419704
1275840,33.030907
1276560,31.02449
1277280,31.743557
1278000,31.780537
1278720,31.788031
1279440,32.425056
1280160,31.989735
1280880,32.017811
1281600,32.701855
1282320,32.84967
1283040,31.889553
1283760,32.002296
1284480,32.41354
1285200,31.954432
1285920,32.010918
1286640,33.341373
1287360,31.552626
1288080,31.698845
1288800,32.985355
1289520,34.098846
1290240,32.279842
1290960,31.323334
1291680,33.620941
1292400,31.938026
1293120,33.015133
1293840,31.016525
1294560,31.595806
1295280,31.417217
1296000,32.879776
1296720,32.83799
1297440,32.785851
1298160,32.890594
1298880,31.784187
1299600,31.388447
1300320,32.396599
1301040,33.366676
1301760,32.275616
1302480,33.291939
1303200,31.638649
1303920,33.200813
1304640,31.705551
1305360,33.065147
1306080,32.296799
1306800,31.948246
1307520,32.614548
1308240,32.092388
1308960,33.614468
1309680,31.507584
1310400,32.685291
1311120,30.717548
1311840,31.771538
1312560,31.776243
1313280,33.239601
1314000,34.183468
1314720,31.345802
1315440,32.986271
1316160,31.273481
1316880,32.464199
1317600,32.664001
1318320,32.189339
1319040,33.575798
1319760,33.172531
1320480,31.524956
1321200,33.503162
1321920,31.779022
1322640,33.287437
1323360,33.800125
1324080,32.341385
1324800,32.416618
1325520,30.535475
1326240,30.428623
1326960,32.80188
1327680,32.662666
1328400,32.917713
1329120,30.604612
1329840,31.989172
1330560,33.207829
1331280,32.119057
1332000,32.06707
1332720,31.013363
1333440,31.851189
1334160,33.017853
1334880,33.00153
1335600,32.414497
1336320,30.620941
1337040,31.055969
1337760,32.952354
1338480,32.459034
1339200,31.413687
1339920,32.488144
1340640,33.250397
1341360,33.876648
1342080,30.421524
1342800,32.438839
1343520,33.277348
1344240,31.984779
1344960,30.801029
1345680,31.403864
1346400,32.316666
1347120,31.939602
1347840,33.998482
1348560,32.476887
1349280,31.428394
1350000,31.403208
1350720,33.289631
1351440,32.662437
1352160,32.303814
1352880,33.305126
1353600,33.24947
1354320,30.985674
1355040,32.278103
1355760,32.662827
1356480,30.618406
1357200,32.819893
1357920,32.011581
1358640,32.857868
1359360,32.44767
1360080,32.551693
1360800,32.56649
1361520,33.171104
1362240,32.386215
1362960,33.435146
1363680,31.983711
1364400,32.782978
1365120,32.828739
1365840,31.449251
1366560,33.477295
1367280,31.644096
1368000,33.238335
1368720,31.719307
1369440,30.933275
1370160,32.581913
1370880,34.157867
1371600,34.040066
1372320,31.553215
1373040,32.575714
1373760,31.705797
1374480,31.591921
1375200,32.727188
1375920,31.758631
1376640,33.061798
1377360,31.914486
1378080,32.685524
1378800,31.512497
1379520,32.936806
1380240,31.413492
1380960,32.786701
1381680,32.32626
1382400,33.185467
1383120,32.095997
1383840,33.658699
1384560,32.803921
1385280,31.142103
1386000,32.004128
1386720,33.060249
1387440,32.930916
1388160,31.340193
1388880,31.921654
1389600,32.717327
1390320,30.604612
1391040,31.564409
1391760,32.192505
1392480,32.680782
1393200,31.925758
1393920,32.564037
1394640,33.360134
1395360,34.22057
1396080,31.669367
1396800,32.935387
1397520,33.572853
1398240,32.18742
1398960,33.073788
1399680,31.719582
1400400,31.617142
1401120,33.767941
1401840,31.186493
1402560,32.178833
1403280,31.804598
1404000,34.049019
1404720,31.936937
1405440,32.906445
1406160,32.812153
1406880,33.362602
1407600,33.479576
1408320,33.302094
1409040,31.267548
1409760,31.575214
1410480,32.620934
1411200,32.705471
1411920,32.090225
1412640,32.31916
1413360,32.378113
1414080,32.372238
1414800,33.106899
1415520,32.263412
1416240,30.282621
1416960,33.94183
1417680,32.913731
1418400,31.829155
1419120,33.510284
1419840,31.197119
1420560,33.375896
1421280,32.733013
1422000,29.671814
1422720,32.469883
1423440,30.911407
1424160,32.983772
1424880,32.107578
1425600,32.292309
1426320,31.646156
1427040,32.36853
1427760,32.481754
1428480,31.119005
1429200,31.834362
1429920,31.384239
1430640,31.538671
1431360,29.191628
1432080,32.413246
1432800,32.528503
1433520,33.079494
1434240,31.670515
1434960,33.341244
1435680,32.665657
1436400,32.768608
1437120,33.203949
1437840,32.300426
1438560,32.720623
1439280,31.87212
1440000,32.753967
1440720,34.182076
1441440,33.560764
1442160,31.727676
1442880,31.45159
1443600,33.135998
1444320,31.798807
1445040,32.389996
1445760,31.959003
1446480,32.49577
1447200,31.388075
1447920,33.499619
1448640,33.431141
1449360,33.011478
1450080,32.39082
1450800,32.673302
1451520,32.271873
1452240,32.406174
1452960,32.262047
1453680,32.842308
1454400,33.255051
1455120,33.885094
1455840,33.470119
1456560,32.997807
1457280,32.373528
1458000,32.318436
1458720,30.453636
1459440,31.957937
1460160,32.068577
1460880,33.046139
1461600,31.367826
1462320,32.156536
1463040,33.02491
1463760,32.558243
1464480,32.178455
1465200,32.154613
1465920,33.189243
1466640,33.250149
1467360,31.284927
1468080,32.181198
1468800,30.559732
1469520,31.488899
1470240,31.494064
1470960,32.709408
1471680,31.512787
1472400,32.343388
1473120,31.354366
1473840,33.317963
1474560,33.341209
1475280,32.123341
1476000,33.027149
1476720,31.143114
1477440,32.583931
1478160,32.347759
1478880,31.099522
1479600,31.547777
1480320,32.154362
1481040,33.156441
1481760,31.90255
1482480,32.653049
1483200,31.694078
1483920,31.859131
1484640,32.325932
1485360,30.844816
1486080,32.45874
1486800,32.651665
1487520,32.611
1488240,31.77673
1488960,32.288654
1489680,33.255516
1490400,32.552967
1491120,32.877487
1491840,32.015182
1492560,32.873169
1493280,32.614975
1494000,31.776152
1494720,32.605053
1495440,32.274498
1496160,31.965652
1496880,32.421288
1497600,31.907152
1498320,34.339264
1499040,33.067883
1499760,32.193905
1500480,32.988724
1501200,32.849739
1501920,32.437866
1502640,33.781708
1503360,32.778389
1504080,32.266773
1504800,33.244125
1505520,31.020868
1506240,33.184204
1506960,30.863258
1507680,33.707008
1508400,33.541245
1509120,32.011662
1509840,31.582396
1510560,33.06028
1511280,32.838966
1512000,31.917328
1512720,33.63459
1513440,33.285511
1514160,31.787416
1514880,32.404087
1515600,33.135376
1516320,31.482918
1517040,33.114128
1517760,31.975454
1518480,32.352421
1519200,33.117043
1519920,32.83176
1520640,30.788168
1521360,31.550129
1522080,32.692245
1522800,32.13649
1523520,31.732723
1524240,31.49955
1524960,32.994602
1525680,32.856476
1526400,32.166927
1527120,31.31407
1527840,32.288506
1528560,31.636215
1529280,32.422733
1530000,32.658558
1530720,30.882114
1531440,32.512756
1532160,32.310799
1532880,31.292126
1533600,33.311264
1534320,32.582314
1535040,32.427967
1535760,31.054279
1536480,32.989117
1537200,33.384247
1537920,31.408867
1538640,31.820541
1539360,31.613138
1540080,31.827457
1540800,32.639328
1541520,33.436771
1542240,30.947014
1542960,32.062183
1543680,32.606987
1544400,33.313286
1545120,32.798618
1545840,33.019604
1546560,32.991474
1547280,31.662481
1548000,33.419327
1548720,33.503536
1549440,31.372959
1550160,33.883785
1550880,32.946819
1551600,32.581383
1552320,32.835529
1553040,32.051208
1553760,33.002937
1554480,32.151752
1555200,33.166245
1555920,32.270481
1556640,32.495144
1557360,31.441227
1558080,33.469616
1558800,31.533237
1559520,33.711929
1560240,32.384415
1560960,30.449783
1561680,32.836796
1562400,32.748005
1563120,32.525291
1563840,32.660149
1564560,33.761559
1565280,31.465981
1566000,31.8487
1566720,31.769621
1567440,32.721481
1568160,32.295856
1568880,32.866905
1569600,33.460701
1570320,33.010864
1571040,30.782694
1571760,32.891033
1572480,30.966427
1573200,31.739161
1573920,32.450691
1574640,32.953583
1575360,30.618366
1576080,33.189522
1576800,33.142765
1577520,33.423988
1578240,32.639015
1578960,33.598419
1579680,32.258331
1580400,32.439838
1581120,32.542641
1581840,32.294445
1582560,30.539162
1583280,29.925955
1584000,31.767426
1584720,32.595966
1585440,33.510986
1586160,31.600559
1586880,32.567726
1587600,32.179054
1588320,31.705206
1589040,32.204662
1589760,30.151146
1590480,31.522943
1591200,33.229191
1591920,32.788292
1592640,33.178562
1593360,32.310055
1594080,30.070736
1594800,30.810448
1595520,33.704472
1596240,32.588551
1596960,32.473991
1597680,31.146942
1598400,32.311798
1599120,31.125191
1599840,32.886059
1600560,31.08707
1601280,32.956879
1602000,33.092846
1602720,33.005367
1603440,33.025108
1604160,32.289726
1604880,32.753044
1605600,32.716148
1606320,32.992096
1607040,32.48806
1607760,33.095364
1608480,31.398245
1609200,32.926529
1609920,30.317827
1610640,32.593403
1611360,33.398457
1612080,33.403156
1612800,32.041279
1613520,32.228806
1614240,33.313835
1614960,32.011444
1615680,31.588661
1616400,31.228258
1617120,33.822136
1617840,32.241112
1618560,30.450241
1619280,32.07373
1620000,33.486992
1620720,30.086178
1621440,33.302238
1622160,32.452999
1622880,32.990929
1623600,31.427515
1624320,31.375635
1625040,32.892414
1625760,32.531006
1626480,32.713467
1627200,32.398937
1627920,31.843124
1628640,32.660454
1629360,30.339075
1630080,33.527927
1630800,31.972609
1631520,33.307785
1632240,31.737705
1632960,33.103542
1633680,32.483711
1634400,32.324638
1635120,30.347286
1635840,32.619911
1636560,31.844227
1637280,33.077007
1638000,33.307972
1638720,32.241386
1639440,32.77779
1640160,31.94195
1640880,33.276592
1641600,33.110157
1642320,31.958519
1643040,31.372005
1643760,30.886744
1644480,33.179367
1645200,33.973022
1645920,32.786842
1646640,33.598145
1647360,31.934225
1648080,32.931248
1648800,30.649239
1649520,33.316246
1650240,34.125744
1650960,33.09848
1651680,32.219822
1652400,31.401312
1653120,33.534397
1653840,31.691044
1654560,32.239491
1655280,30.946178
1656000,33.386475
1656720,31.65815
1657440,32.518402
1658160,33.074211
1658880,30.993141
1659600,33.045383
1660320,32.665337
1661040,29.880875
1661760,34.567768
1662480,32.04826
1663200,31.897978
1663920,31.478247
1664640,30.97414
1665360,32.973526
1666080,31.874447
1666800,33.06871
1667520,32.98671
1668240,31.71344
1668960,32.201092
1669680,31.018568
1670400,33.971134
1671120,33.60556
1671840,32.061127
1672560,31.166677
1673280,33.292282
1674000,31.890503
1674720,32.385761
1675440,31.760679
1676160,32.632336
1676880,33.471859
1677600,32.77153
1678320,33.365082
1679040,31.577692
1679760,32.037605
1680480,33.985462
1681200,31.898134
1681920,31.149986
1682640,33.093014
1683360,31.663437
1684080,30.824486
1684800,32.688965
1685520,33.005272
1686240,33.251255
1686960,33.925323
1687680,33.317345
1688400,33.148144
1689120,31.867241
1689840,31.839125
1690560,32.30019
1691280,32.348618
1692000,32.438896
1692720,32.61055
1693440,32.252277
1694160,31.838745
1694880,32.900589
1695600,32.807426
1696320,33.891712
1697040,33.617264
1697760,32.644218
1698480,32.57074
1699200,32.031818
1699920,33.388348
1700640,32.699295
1701360,30.7568
1702080,32.475601
1702800,30.996227
1703520,33.687901
1704240,33.781891
1704960,33.78141
1705680,33.11301
1706400,31.953453
1707120,31.745913
1707840,31.581371
1708560,33.209873
1709280,32.57399
1710000,32.866199
1710720,30.405533
1711440,32.38092
1712160,30.388857
1712880,31.269653
1713600,31.477209
1714320,32.061432
1715040,32.551495
1715760,31.432377
1716480,32.02684
1717200,32.688759
1717920,32.901886
1718640,31.999165
1719360,32.435341
1720080,33.229946
1720800,32.638489
1721520,31.677898
1722240,32.787251
1722960,31.862633
1723680,31.703157
1724400,32.01952
1725120,34.028156
1725840,33.035625
1726560,32.332676
1727280,31.242346
1728000,31.69392
1728720,32.141106
1729440,31.102762
1730160,32.416275
1730880,32.347965
1731600,32.387852
1732320,32.993576
1733040,31.940533
1733760,32.90226
1734480,33.466679
1735200,32.022316
1735920,32.182796
1736640,32.547623
1737360,32.978642
1738080,31.751644
1738800,31.623762
1739520,32.182774
1740240,32.765697
1740960,31.994831
1741680,31.259066
1742400,32.672611
1743120,32.55407
1743840,33.180828
1744560,31.816328
1745280,33.197437
1746000,30.92499
1746720,33.66708
1747440,33.662807
1748160,33.495117
1748880,31.822702
1749600,30.154345
1750320,33.234627
1751040,33.859879
1751760,32.631149
1752480,32.97448
1753200,32.391602
1753920,30.983114
1754640,32.696579
1755360,30.859333
1756080,33.096359
1756800,33.55341
1757520,32.461342
1758240,33.359055
1758960,32.575161
1759680,32.38221
1760400,32.667679
1761120,31.103714
1761840,32.861973
1762560,33.009758
1763280,31.363234
1764000,33.003685
1764720,32.70826
1765440,33.424343
1766160,32.835228
1766880,33.585346
1767600,32.642662
1768320,32.242897
1769040,32.708748
1769760,32.813454
1770480,32.197559
1771200,32.048985
1771920,33.279133
1772640,31.484488
1773360,32.904106
1774080,33.308956
1774800,33.293423
1775520,32.676289
1776240,32.855194
1776960,32.831955
1777680,32.614288
1778400,32.582569
1779120,32.044353
1779840,32.717808
1780560,32.732754
1781280,32.837719
1782000,32.991768
1782720,31.795475
1783440,31.241734
1784160,33.661606
1784880,33.230293
1785600,31.671324
1786320,31.220705
1787040,33.095894
1787760,32.670822
1788480,31.461987
1789200,31.942797
1789920,32.808502
1790640,33.591408
1791360,32.698502
1792080,31.153938
1792800,33.367817
1793520,31.087265
1794240,31.510998
1794960,33.796005
1795680,33.240177
1796400,32.925957
1797120,34.573757
1797840,33.771355
1798560,32.07785
1799280,33.921421
1800000,33.35622
1800720,32.578972
1801440,32.822628
1802160,31.823385
1802880,31.926279
1803600,32.878014
1804320,33.409367
1805040,33.266201
1805760,32.948021
1806480,33.172775
1807200,32.222572
1807920,31.541836
1808640,31.739208
1809360,32.68367
1810080,30.65802
1810800,32.870586
1811520,30.957216
1812240,34.254402
1812960,33.686054
1813680,33.154701
1814400,32.002712
1815120,32.19062
1815840,31.484564
1816560,32.179543
1817280,32.415604
1818000,32.844898
1818720,32.61322
1819440,31.230045
1820160,32.845757
1820880,32.92696
1821600,32.692646
1822320,31.981215
1823040,33.027454
1823760,33.617973
1824480,31.77194
1825200,31.831026
1825920,33.946896
1826640,33.450314
1827360,32.89006
1828080,33.711342
1828800,30.548157
1829520,33.995827
1830240,32.153824
1830960,32.939167
1831680,33.629261
1832400,32.224804
1833120,32.910492
1833840,33.610012
1834560,33.740688
1835280,32.742607
1836000,34.360023
1836720,33.038712
1837440,32.164577
1838160,34.008694
1838880,31.604937
1839600,32.270729
1840320,32.63718
1841040,31.619892
1841760,32.271168
1842480,32.0784
1843200,33.985096
1843920,33.136768
1844640,32.909046
1845360,31.941299
1846080,31.964926
1846800,33.390438
1847520,32.698608
1848240,32.452553
1848960,31.793102
1849680,32.899036
1850400,32.213497
1851120,32.856316
1851840,31.676397
1852560,32.608292
1853280,31.176014
1854000,32.08786
1854720,32.577892
1855440,31.72237
1856160,33.058918
1856880,33.3909
1857600,34.508385
1858320,31.987926
1859040,32.268932
1859760,31.624233
1860480,33.152657
1861200,32.822479
1861920,32.878502
1862640,31.597141
1863360,32.51968
1864080,33.341217
1864800,32.367264
1865520,33.612568
1866240,32.781925
1866960,32.883659
1867680,32.571846
1868400,33.23954
1869120,33.75568
1869840,31.900249
1870560,32.687038
1871280,32.540276
1872000,31.27581
1872720,32.510326
1873440,33.687077
1874160,32.711838
1874880,33.717392
1875600,33.015957
1876320,32.961128
1877040,31.746517
1877760,32.502628
1878480,32.248135
1879200,32.852749
1879920,32.125137
1880640,33.051685
1881360,32.343025
1882080,30.211622
1882800,33.588474
1883520,33.380215
1884240,32.806526
1884960,32.798038
1885680,31.544838
1886400,32.040436
1887120,30.042082
1887840,33.56213
1888560,32.517494
1889280,34.256229
1890000,33.895641
1890720,32.57803
1891440,31.733963
1892160,32.888824
1892880,32.966675
1893600,31.541706
1894320,32.690044
1895040,32.42717
1895760,33.132599
1896480,32.640926
1897200,34.163754
1897920,32.442932
1898640,32.876907
1899360,31.487988
1900080,32.367718
1900800,32.295994
1901520,31.967812
1902240,33.483192
1902960,32.721642
1903680,31.893208
1904400,33.269485
1905120,32.440205
1905840,32.479988
1906560,33.292477
1907280,31.803677
1908000,32.533165
1908720,34.340103
1909440,33.400181
1910160,33.874641
1910880,32.769871
1911600,32.401031
1912320,32.994831
1913040,32.785065
1913760,32.525826
1914480,32.898655
1915200,32.470261
1915920,31.276237
1916640,31.530859
1917360,32.304474
1918080,34.305443
1918800,32.153625
1919520,32.751736
1920240,33.96225
1920960,32.554173
1921680,32.900257
1922400,32.491913
1923120,32.294708
1923840,32.888645
1924560,31.94087
1925280,32.87598
1926000,32.862072
1926720,32.644535
1927440,32.698174
1928160,31.954695
1928880,33.13327
1929600,33.77935
1930320,31.90996
1931040,33.124531
1931760,33.894241
1932480,31.870363
1933200,32.754623
1933920,29.809668
1934640,34.277222
1935360,33.227161
1936080,32.270809
1936800,33.27037
1937520,32.178463
1938240,33.841179
1938960,32.943176
1939680,32.716999
1940400,33.498611
1941120,33.94136
1941840,33.000473
1942560,31.366079
1943280,31.740192
1944000,29.461073
1944720,33.587059
1945440,34.111923
1946160,32.700802
1946880,31.908098
1947600,33.192604
1948320,32.597847
1949040,33.364025
1949760,30.895901
1950480,31.934425
1951200,31.477707
1951920,32.430923
1952640,33.515678
1953360,31.98312
1954080,30.34433
1954800,32.780483
1955520,32.150963
1956240,30.982201
1956960,33.681519
1957680,32.828217
1958400,31.545706
1959120,31.795044
1959840,32.824718
1960560,30.556648
1961280,31.651096
1962000,31.380718
1962720,33.12458
1963440,30.249756
1964160,32.433861
1964880,32.855999
1965600,33.003471
1966320,32.979763
1967040,34.111107
1967760,33.357185
1968480,31.787025
1969200,32.990078
1969920,31.554972
1970640,32.376026
1971360,30.361704
1972080,32.057022
1972800,33.33572
1973520,33.499111
1974240,32.524731
1974960,33.006435
1975680,31.086472
1976400,33.451286
1977120,30.980391
1977840,31.750282
1978560,32.020611
1979280,32.682362
1980000,33.301083
1980720,31.917049
1981440,32.454124
1982160,33.094685
1982880,33.795086
1983600,32.400703
1984320,32.881382
1985040,33.29945
1985760,31.64823
1986480,32.292892
1987200,33.396206
1987920,30.734026
1988640,30.878843
1989360,31.858128
1990080,32.20015
1990800,33.645348
1991520,30.70443
1992240,32.681114
1992960,33.522614
1993680,33.235771
1994400,33.649517
1995120,33.494354
1995840,32.49939
1996560,32.284847
1997280,34.096367
1998000,33.25005
1998720,31.926113
1999440,30.059038
2000160,34.022465
2000880,33.439796
2001600,34.201275
2002320,31.768219
2003040,32.513645
2003760,31.914782
2004480,31.423527
2005200,30.850729
2005920,31.971443
2006640,32.249222
2007360,33.673351
2008080,31.403296
2008800,31.547421
2009520,33.515141
2010240,32.809155
2010960,32.4972
2011680,30.959129
2012400,32.554092
2013120,32.234188
2013840,31.218472
2014560,32.743515
2015280,32.909763
2016000,32.768925
2016720,33.051323
2017440,33.304375
2018160,33.716351
2018880,30.861828
2019600,32.945488
2020320,31.572813
2021040,33.29681
2021760,34.195732
2022480,30.831993
2023200,33.473217
2023920,32.939423
2024640,33.858482
2025360,31.890017
2026080,32.818817
2026800,33.130871
2027520,31.383459
2028240,31.298111
2028960,32.295673
2029680,32.946579
2030400,33.394348
2031120,32.881073
2031840,31.886976
2032560,32.847878
2033280,32.303879
2034000,32.342834
2034720,33.701408
2035440,33.427872
2036160,33.002022
2036880,32.472069
2037600,32.636967
2038320,31.742441
2039040,32.171059
2039760,31.206036
2040480,32.532742
2041200,32.141468
2041920,33.152157
2042640,32.80365
2043360,33.091202
2044080,31.851511
2044800,32.158581
2045520,32.27327
2046240,33.080906
2046960,33.174782
2047680,33.948593
2048400,32.526665
2049120,32.873108
2049840,33.219139
2050560,31.432314
2051280,33.549889
2052000,32.523705
2052720,32.691063
2053440,32.662918
2054160,33.529457
2054880,33.480183
2055600,31.085968
2056320,33.760925
2057040,33.956799
2057760,31.122505
2058480,32.13969
2059200,32.593689
2059920,32.169659
2060640,33.021938
2061360,32.676498
2062080,33.794044
2062800,33.444542
2063520,32.78064
2064240,34.343731
2064960,32.101288
2065680,33.83765
2066400,33.737968
2067120,32.749012
2067840,32.060333
2068560,33.272617
2069280,31.696632
2070000,33.907761
2070720,33.229446
2071440,31.935627
2072160,29.652969
2072880,32.764137
2073600,33.660751
2074320,32.989738
2075040,32.915428
2075760,32.260788
2076480,34.56493
2077200,32.05267
2077920,32.728298
2078640,33.357368
2079360,31.687862
2080080,33.092781
2080800,31.927149
2081520,31.315609
2082240,33.772289
2082960,32.248909
2083680,32.757835
2084400,33.917915
2085120,33.702557
2085840,33.613239
2086560,33.640385
2087280,32.189419
2088000,33.294991
2088720,33.135311
2089440,32.36644
2090160,31.489643
2090880,33.001793
2091600,32.913677
2092320,34.275585
2093040,32.735332
2093760,33.574696
2094480,34.259281
2095200,33.025654
2095920,31.61898
2096640,33.388618
2097360,33.02393
2098080,33.175667
2098800,33.422153
2099520,32.717442
2100240,32.846344
2100960,32.229916
2101680,32.199535
2102400,33.822723
2103120,33.2066
2103840,32.650551
2104560,33.081032
2105280,33.425285
2106000,31.194761
2106720,33.356552
2107440,32.33046
2108160,33.191341
2108880,33.980621
2109600,32.380802
2110320,32.557484
2111040,34.012707
2111760,32.202061
2112480,33.671337
2113200,33.970505
2113920,32.679417
2114640,32.339062
2115360,33.678207
2116080,31.644999
2116800,33.057095
2117520,31.604856
2118240,32.898502
2118960,31.158516
2119680,33.860271
2120400,32.199764
2121120,32.607494
2121840,32.845028
2122560,32.345123
2123280,32.719681
2124000,33.907108
2124720,33.063351
2125440,33.103924
2126160,34.405659
2126880,33.479061
2127600,32.595097
2128320,31.319372
2129040,31.314949
2129760,33.533611
2130480,32.438797
2131200,33.779831
2131920,32.69735
2132640,34.315109
2133360,33.536556
2134080,32.528492
2134800,34.154285
2135520,32.526161
2136240,32.628597
2136960,32.347816
2137680,33.159023
2138400,32.43198
2139120,32.221981
2139840,32.999889
2140560,33.750858
2141280,31.830164
2142000,32.944633
2142720,32.817257
2143440,32.786793
2144160,33.984402
2144880,31.259071
2145600,33.845589
2146320,33.291149
2147040,34.030029
2147760,31.842201
2148480,33.112705
2149200,33.049873
2149920,32.015842
2150640,31.778507
2151360,31.978329
2152080,33.964092
2152800,33.321228
2153520,33.551746
2154240,32.095417
2154960,34.254707
2155680,32.582928
2156400,33.313354
2157120,33.683853
2157840,34.354336
2158560,30.892313
2159280,32.732525
2160000,33.120022
2160720,33.2519
2161440,33.676075
2162160,33.098904
2162880,32.641533
2163600,34.433205
2164320,32.151321
2165040,33.494106
2165760,32.418415
2166480,33.359024
2167200,32.943268
2167920,33.216843
2168640,33.628349
2169360,33.401302
2170080,33.318302
2170800,32.29203
2171520,33.117794
2172240,33.94873
2172960,32.903049
2173680,32.059032
2174400,33.389698
2175120,33.505814
2175840,32.417812
2176560,32.482822
2177280,33.854122
2178000,32.655746
2178720,32.787197
2179440,32.141491
2180160,32.958736
2180880,32.772743
2181600,33.484665
2182320,33.153248
2183040,33.15403
2183760,32.643948
2184480,32.373886
2185200,33.052692
2185920,31.662991
2186640,33.951996
2187360,31.663754
2188080,31.691446
2188800,33.597061
2189520,32.409172
2190240,33.325027
2190960,32.254021
2191680,32.907917
2192400,31.041317
2193120,33.197601
2193840,33.19865
2194560,33.493095
2195280,33.529781
2196000,32.665264
2196720,32.239098
2197440,33.844109
2198160,32.66563
2198880,32.40012
2199600,32.952328
2200320,31.854256
2201040,33.541672
2201760,33.080601
2202480,32.183041
2203200,32.15028
2203920,31.970213
2204640,31.742004
2205360,34.14555
2206080,32.028908
2206800,32.586796
2207520,31.115643
2208240,32.620754
2208960,30.042158
2209680,32.855595
2210400,33.162689
2211120,33.893044
2211840,32.827034
2212560,31.911507
2213280,31.463829
2214000,32.764145
2214720,32.85923
2215440,32.959099
2216160,34.516171
2216880,31.669489
2217600,30.846264
2218320,32.210461
2219040,32.890625
2219760,32.673561
2220480,33.819302
2221200,32.17601
2221920,32.153942
2222640,33.60944
2223360,32.258015
2224080,32.897137
2224800,32.239735
2225520,33.52306
2226240,33.435444
2226960,33.297348
2227680,31.273178
2228400,33.821472
2229120,32.340816
2229840,32.126507
2230560,32.057262
2231280,33.051727
2232000,32.531158
2232720,34.214531
2233440,32.899765
2234160,33.198746
2234880,31.900942
2235600,33.442757
2236320,33.667316
2237040,33.359371
2237760,32.335991
2238480,32.527252
2239200,32.12392
2239920,32.639614
2240640,32.344017
2241360,31.065462
2242080,31.513203
2242800,33.482903
2243520,33.801559
2244240,33.900795
2244960,32.145882
2245680,30.111176
2246400,33.810951
2247120,32.263695
2247840,32.933815
2248560,32.703308
2249280,33.957409
2250000,33.069942
2250720,34.372623
2251440,32.777596
2252160,32.376869
2252880,32.804623
2253600,32.474327
2254320,33.375893
2255040,34.038563
2255760,31.463421
2256480,31.284164
2257200,32.121925
2257920,31.996704
2258640,33.298172
2259360,32.784641
2260080,32.673103
2260800,33.83149
2261520,32.590118
2262240,32.14267
2262960,31.631201
2263680,32.147522
2264400,34.695633
2265120,33.046616
2265840,32.316151
2266560,32.430904
2267280,32.138885
2268000,33.973724
2268720,33.023533
2269440,32.760944
2270160,32.603725
2270880,35.281303
2271600,33.918282
2272320,33.485245
2273040,32.825851
2273760,32.884918
2274480,33.734867
2275200,32.981895
2275920,32.10524
2276640,33.442673
2277360,33.667488
2278080,34.485809
2278800,32.53503
2279520,32.884617
2280240,32.824276
2280960,32.958229
2281680,33.416019
2282400,33.144905
2283120,34.223927
2283840,31.592968
2284560,33.369705
2285280,32.243591
2286000,32.822231
2286720,31.223757
2287440,33.267982
2288160,33.521332
2288880,33.755703
2289600,33.343433
2290320,33.262043
2291040,32.75108
2291760,31.397902
2292480,33.319508
2293200,33.694744
2293920,32.638634
2294640,33.589943
2295360,33.830257
2296080,32.165867
2296800,33.286507
2297520,31.510948
2298240,33.151779
2298960,34.279915
2299680,30.499144
2300400,34.071064
2301120,33.2384
2301840,32.521694
2302560,32.819305
2303280,32.148972
2304000,33.206367
2304720,33.96751
2305440,34.130329
2306160,31.681887
2306880,33.001221
2307600,32.262009
2308320,32.09465
2309040,31.651382
2309760,33.545502
2310480,33.105858
2311200,34.544842
2311920,31.943886
2312640,33.234722
2313360,33.805454
2314080,32.031761
2314800,31.751707
2315520,32.756741
2316240,33.534832
2316960,33.384583
2317680,33.589645
2318400,32.991867
2319120,33.143429
2319840,33.59465
2320560,33.534386
2321280,33.005814
2322000,33.303257
2322720,33.063763
2323440,32.895279
2324160,31.481077
2324880,33.336945
2325600,31.983932
2326320,32.954506
2327040,34.072964
2327760,32.328556
2328480,32.490166
2329200,34.149292
2329920,33.823948
2330640,31.863342
2331360,33.525448
2332080,32.82238
2332800,32.999283
2333520,33.037312
2334240,33.09343
2334960,32.308456
2335680,31.305037
2336400,32.517391
2337120,34.305206
2337840,33.816303
2338560,33.993069
2339280,33.90609
2340000,33.11475
2340720,34.363056
2341440,31.733009
2342160,33.057198
2342880,32.130909
2343600,34.509003
2344320,32.681988
