X axis [deg],PMax1 [bar]
735120,32.930084
735840,32.421654
736560,32.973991
737280,32.189316
738000,31.018126
738720,32.584633
739440,32.910759
740160,32.707802
740880,32.182796
741600,30.901827
742320,32.106758
743040,32.216793
743760,31.604261
744480,32.836769
745200,31.332081
745920,30.40583
746640,31.114937
747360,33.01823
748080,32.547035
748800,30.029781
749520,31.875183
750240,31.922546
750960,32.667709
751680,31.410273
752400,32.99585
753120,32.759953
753840,32.982224
754560,32.987331
755280,33.059589
756000,32.542625
756720,31.887938
757440,31.935932
758160,32.448593
758880,31.269344
759600,31.752445
760320,31.878422
761040,32.949509
761760,30.996824
762480,32.027336
763200,31.714663
763920,32.914047
764640,33.031689
765360,32.933472
766080,31.049927
766800,31.807304
767520,30.104933
768240,30.314547
768960,30.574669
769680,32.307892
770400,31.663324
771120,31.450642
771840,32.168255
772560,31.196232
773280,31.637945
774000,31.584007
774720,32.831108
775440,31.421188
776160,32.423302
776880,32.927399
777600,33.419006
778320,32.412056
779040,31.778641
779760,32.621979
780480,31.18508
781200,30.99119
781920,31.987986
782640,31.898041
783360,31.106081
784080,31.866253
784800,32.233681
785520,32.301151
786240,32.821796
786960,31.004894
787680,32.79641
788400,32.039558
789120,32.209801
789840,33.472454
790560,32.681541
791280,33.161411
792000,32.978012
792720,30.792587
793440,31.695272
794160,32.674706
794880,31.852753
795600,32.091583
796320,32.239716
797040,33.145771
797760,31.961422
798480,31.782438
799200,32.852531
799920,31.221485
800640,32.935944
801360,32.397385
802080,31.686197
802800,32.291416
803520,32.56411
804240,32.195461
804960,32.719589
805680,31.540827
806400,32.106609
807120,30.529144
807840,31.288013
808560,33.986893
809280,32.092312
810000,31.625471
810720,31.18755
811440,31.946863
812160,31.866728
812880,30.219149
813600,33.181252
814320,33.296055
815040,31.81851
815760,31.140202
816480,32.266647
817200,31.499626
817920,31.508938
818640,31.799976
819360,31.672239
820080,32.075573
820800,31.642159
821520,30.579895
822240,30.961136
822960,29.043667
823680,31.636303
824400,31.737631
825120,32.744423
825840,32.387154
826560,32.503357
827280,33.346859
828000,31.228844
828720,32.918865
829440,31.442747
830160,30.703171
830880,32.592506
831600,31.997005
832320,32.437305
833040,33.202347
833760,30.476326
834480,31.967178
835200,31.471682
835920,32.350605
836640,32.806763
837360,32.759983
838080,32.310421
838800,31.74391
839520,32.939934
840240,31.590403
840960,33.362988
841680,31.174217
842400,32.423935
843120,31.390171
843840,30.621578
844560,32.428837
845280,31.762672
846000,30.682959
846720,30.779518
847440,32.775394
848160,30.071167
848880,32.352535
849600,32.332081
850320,31.993269
851040,33.104637
851760,32.096439
852480,31.903847
853200,32.164616
853920,33.597164
854640,33.399242
855360,31.77169
856080,32.755852
856800,31.306854
857520,31.279951
858240,32.059196
858960,32.007786
859680,31.619787
860400,32.763943
861120,32.758648
861840,32.189369
862560,32.93174
863280,32.366913
864000,31.528913
864720,32.336178
865440,32.524277
866160,31.728222
866880,32.009552
867600,32.173626
868320,33.123455
869040,32.29517
869760,32.239452
870480,32.454239
871200,31.787941
871920,31.791645
872640,33.087261
873360,30.572224
874080,31.116909
874800,31.320019
875520,32.472206
876240,30.940207
876960,32.17038
877680,32.84639
878400,32.367287
879120,32.311054
879840,33.453579
880560,31.917908
881280,31.435755
882000,33.786427
882720,31.282368
883440,31.647549
884160,33.404774
884880,32.309223
885600,31.97934
886320,32.119949
887040,30.863281
887760,32.844963
888480,32.743179
889200,31.487833
889920,32.983261
890640,32.984421
891360,32.53109
892080,32.164528
892800,29.748814
893520,31.599339
894240,30.830635
894960,32.243195
895680,31.360481
896400,32.209152
897120,32.654804
897840,31.73414
898560,31.753407
899280,31.562382
900000,33.227634
900720,31.197187
901440,33.224491
902160,32.469166
902880,33.551273
903600,32.531971
904320,32.709785
905040,30.056255
905760,31.691383
906480,32.135448
907200,33.129414
907920,32.205036
908640,32.266151
909360,31.130703
910080,32.100899
910800,31.588671
911520,31.142477
912240,32.091431
912960,32.433846
913680,31.719444
914400,32.166988
915120,32.143562
915840,30.681309
916560,31.958069
917280,29.499123
918000,31.697641
918720,32.056923
919440,30.663723
920160,32.00642
920880,31.473789
921600,33.053833
922320,30.440943
923040,33.562874
923760,31.274029
924480,30.093184
925200,30.156151
925920,32.157948
926640,31.507999
927360,31.306528
928080,31.802454
928800,33.50613
929520,31.206182
930240,33.08033
930960,31.609716
931680,29.09798
932400,31.46619
933120,31.971821
933840,31.32048
934560,31.715012
935280,33.192646
936000,33.151386
936720,31.172558
937440,31.850733
938160,31.757202
938880,31.957088
939600,32.481831
940320,31.057468
941040,33.508858
941760,31.605639
942480,32.029774
943200,30.356272
943920,32.073433
944640,31.441278
945360,32.72913
946080,32.272087
946800,31.372
947520,31.814638
948240,31.654991
948960,30.89443
949680,31.527674
950400,29.92938
951120,31.064928
951840,31.346962
952560,30.897085
953280,31.510988
954000,31.249466
954720,32.352955
955440,32.184288
956160,30.925821
956880,31.673122
957600,31.000902
958320,32.507759
959040,31.973728
959760,31.90498
960480,32.00153
961200,30.534975
961920,31.047026
962640,31.021851
963360,32.410282
964080,31.359673
964800,31.905544
965520,32.381344
966240,31.783791
966960,30.927452
967680,30.521608
968400,32.032417
969120,31.162733
969840,31.233152
970560,32.306786
971280,32.338036
972000,32.387299
972720,31.52808
973440,32.23756
974160,32.563457
974880,30.454182
975600,32.834183
976320,32.705246
977040,31.933825
977760,32.942024
978480,32.8078
979200,31.638128
979920,31.822599
980640,30.798592
981360,30.131981
982080,32.380634
982800,30.741463
983520,32.405273
984240,32.770058
984960,32.192059
985680,31.505503
986400,31.863312
987120,32.116631
987840,32.119225
988560,31.111006
989280,31.948124
990000,30.062445
990720,31.457067
991440,32.115551
992160,31.659452
992880,32.628452
993600,32.33427
994320,31.011311
995040,32.34174
995760,33.264709
996480,32.855469
997200,29.997164
997920,31.275471
998640,31.712128
999360,32.808815
1000080,30.652931
1000800,32.748188
1001520,31.785408
1002240,31.698101
1002960,30.867073
1003680,31.301338
1004400,32.965645
1005120,30.815325
1005840,31.853199
1006560,31.744995
1007280,32.389927
1008000,30.843731
1008720,30.977135
1009440,32.664818
1010160,31.387049
1010880,32.344437
1011600,31.961424
1012320,31.745565
1013040,31.611906
1013760,31.110334
1014480,32.070393
1015200,31.333145
1015920,32.503502
1016640,31.637861
1017360,32.396603
1018080,31.426769
1018800,32.163528
1019520,31.864305
1020240,32.916965
1020960,32.258652
1021680,33.026264
1022400,31.696812
1023120,32.72414
1023840,31.907436
1024560,32.906353
1025280,32.317257
1026000,31.833351
1026720,32.188858
1027440,30.521114
1028160,31.791073
1028880,31.26441
1029600,32.465382
1030320,31.456841
1031040,32.513462
1031760,31.377636
1032480,32.679016
1033200,29.425882
1033920,31.662588
1034640,31.695381
1035360,31.901663
1036080,30.623316
1036800,31.452347
1037520,32.318012
1038240,33.495983
1038960,31.747618
1039680,33.213718
1040400,31.543938
1041120,32.496037
1041840,31.467539
1042560,32.097794
1043280,33.097446
1044000,33.158314
1044720,32.561123
1045440,30.620028
1046160,30.479465
1046880,32.297794
1047600,32.325497
1048320,31.081547
1049040,31.514404
1049760,31.332621
1050480,31.770927
1051200,33.345112
1051920,29.962919
1052640,33.125389
1053360,32.420937
1054080,31.909872
1054800,31.723904
1055520,32.045261
1056240,32.662029
1056960,32.698708
1057680,33.075935
1058400,32.195698
1059120,31.400673
1059840,31.093979
1060560,31.507154
1061280,31.962662
1062000,33.018284
1062720,32.776516
1063440,33.275154
1064160,32.976147
1064880,32.004189
1065600,32.537609
1066320,32.459179
1067040,32.771538
1067760,32.70052
1068480,32.496418
1069200,32.092087
1069920,31.965578
1070640,32.04565
1071360,32.288216
1072080,32.495796
1072800,31.736589
1073520,32.704273
1074240,32.314037
1074960,32.034504
1075680,32.055664
1076400,32.070877
1077120,30.877142
1077840,30.892752
1078560,31.025208
1079280,32.101139
1080000,30.157825
1080720,33.337307
1081440,32.714272
1082160,32.570858
1082880,30.76469
1083600,32.896549
1084320,32.516056
1085040,32.220772
1085760,29.020479
1086480,30.466948
1087200,32.612949
1087920,31.681664
1088640,32.264664
1089360,33.045319
1090080,31.925179
1090800,31.172352
1091520,33.262829
1092240,32.492954
1092960,31.740866
1093680,32.959877
1094400,32.682114
1095120,31.623184
1095840,31.669617
1096560,31.017633
1097280,31.066542
1098000,31.48666
1098720,32.19228
1099440,32.431808
1100160,30.729435
1100880,31.704378
1101600,34.013317
1102320,32.076431
1103040,34.204536
1103760,32.338455
1104480,33.137489
1105200,30.794228
1105920,33.052143
1106640,31.245026
1107360,33.886044
1108080,32.10405
1108800,32.703915
1109520,31.911396
1110240,31.589203
1110960,33.159931
1111680,32.557583
1112400,33.699657
1113120,32.044933
1113840,31.255535
1114560,32.90659
1115280,32.989983
1116000,32.518299
1116720,32.710838
1117440,32.00145
1118160,32.298271
1118880,31.310652
1119600,31.793692
1120320,33.264973
1121040,30.835703
1121760,31.803444
1122480,32.02393
1123200,33.070934
1123920,31.94825
1124640,32.73661
1125360,33.178967
1126080,33.582966
1126800,32.350365
1127520,33.159153
1128240,32.819469
1128960,30.877825
1129680,31.322783
1130400,33.531715
1131120,30.656216
1131840,32.689541
1132560,30.837185
1133280,31.838228
1134000,33.767719
1134720,33.321728
1135440,32.583241
1136160,32.926197
1136880,32.07341
1137600,31.779316
1138320,31.872154
1139040,32.596581
1139760,33.623871
1140480,31.96162
1141200,30.596508
1141920,32.894836
1142640,29.856394
1143360,31.896795
1144080,32.174702
1144800,33.59922
1145520,33.47226
1146240,34.027649
1146960,32.265331
1147680,32.371933
1148400,33.063183
1149120,32.355938
1149840,33.346203
1150560,32.785702
1151280,32.20866
1152000,32.29985
1152720,32.600746
1153440,31.701206
1154160,32.426903
1154880,30.49309
1155600,33.6847
1156320,30.640417
1157040,31.913368
1157760,33.322563
1158480,33.043087
1159200,32.424149
1159920,33.377537
1160640,31.942303
1161360,31.796906
1162080,32.923061
1162800,31.502274
1163520,32.093346
1164240,33.088997
1164960,33.129452
1165680,32.273632
1166400,31.123249
1167120,32.370632
1167840,33.57346
1168560,32.106396
1169280,33.454464
1170000,33.231941
1170720,31.436409
1171440,32.293964
1172160,32.023155
1172880,32.735554
1173600,32.967693
1174320,32.300426
1175040,34.253731
1175760,30.850599
1176480,32.622337
1177200,31.008362
1177920,32.913239
1178640,33.080135
1179360,32.8241
1180080,32.597504
1180800,32.297153
1181520,33.801495
1182240,31.233513
1182960,31.66338
1183680,30.719465
1184400,30.727079
1185120,32.365879
1185840,32.5345
1186560,33.071682
1187280,31.633253
1188000,33.570446
1188720,32.661591
1189440,30.688389
1190160,31.26405
1190880,31.260513
1191600,33.705414
1192320,32.57774
1193040,33.527111
1193760,32.101173
1194480,32.183521
1195200,32.318329
1195920,32.11623
1196640,31.405235
1197360,32.289799
1198080,32.059689
1198800,31.686876
1199520,32.447865
1200240,32.076336
1200960,32.360779
1201680,33.482906
1202400,32.171982
1203120,32.363228
1203840,31.177189
1204560,33.64917
1205280,31.959023
1206000,31.325954
1206720,32.716003
1207440,31.775005
1208160,32.238544
1208880,32.727116
1209600,31.058918
1210320,32.740788
1211040,30.704731
1211760,30.623362
1212480,31.6488
1213200,29.593756
1213920,33.370266
1214640,32.775959
1215360,32.324192
1216080,32.176689
1216800,33.108078
1217520,32.484604
1218240,31.903349
1218960,31.892529
1219680,33.27232
1220400,33.452621
1221120,33.105724
1221840,32.456036
1222560,31.596968
1223280,32.003391
1224000,32.111118
1224720,30.01668
1225440,32.128033
1226160,32.364609
