T_B_SCR,T_SCR_T1,T_SCR_T2,T_SCR_T3,T_SCR_T4,T_SCR_T5,T_A_SCR,,NO,NO2,N2O,H2O,NH3,,DTIUreaflowdmnd,DTIUreaflowsubm,,PTScrureamassflow,PTUreaflowdesired,,PTScrmassflow
?C,?C,?C,?C,?C,?C,?C,,ppm,ppm,ppm,ppm,ppm,,Real,Real,,Real,Real,,Real
Raw,Raw,Raw,Raw,Raw,Raw,Raw,,Raw,Raw,Raw,Raw,Raw,,Raw,Raw,,Raw,Raw,,Raw
194.2553928,198.9387473,-271.5107821,198.9851228,199.1695502,-271.0875332,173.8268189,,34.91,0.38,10.62,0,62.4,,21,1,,20.28125,21,,18.71875
194.2323221,198.9387473,-271.5107821,198.9851228,199.1695502,-271.0875332,173.8268189,,31.42,-0.79,11.06,0,62.42,,21,1,,20.28125,21,,18.71875
194.2092514,198.9387473,-271.5107821,198.9851228,199.1695502,-271.0875332,173.8268189,,31.83,0.18,10.99,0,61.65,,21,1,,20.28125,21,,18.71875
194.1861806,198.9387473,-271.5107821,198.9851228,199.1234141,-271.0875332,173.8268189,,35.66,-0.47,10.56,0,61.79,,21,1,,20.03125,21,,18.71875
194.1861806,198.9387473,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8268189,,36.17,0.25,10.76,0,61.85,,21,1,,20.28125,21,,18.71875
194.1861806,198.9387473,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8268189,,32.55,-0.14,10.3,0,61.79,,21,1,,20.28125,21,,18.6875
194.1861806,198.9387473,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8498789,,34.31,-0.09,10.51,0,61.31,,21,1,,20.28125,21,,18.71875
194.1861806,198.9387473,-271.5107821,198.9851228,199.1234141,-271.0875332,173.8498789,,31.63,-0.72,9.99,0,61.65,,21,1,,20.03125,21,,18.6875
194.1861806,198.9387473,-271.5107821,198.9851228,199.1234141,-271.0875332,173.8498789,,33.8,-0.25,10.52,0,61.27,,21,1,,20.03125,21,,18.71875
194.1861806,198.9387473,-271.5107821,198.9851228,199.1234141,-271.0875332,173.8498789,,33.07,-0.01,10.64,0,61.06,,21,1,,20.03125,21,,18.75
194.1861806,198.9387473,-271.5107821,198.9851228,199.1234141,-271.0875332,173.8268189,,31.39,0.74,10.34,0,61.43,,21,1,,20.03125,21,,18.71875
194.1861806,198.8926058,-271.5107821,198.9851228,199.1234141,-271.0875332,173.8268189,,33.95,0.11,10.21,0,61.33,,21,1,,20.125,21,,18.71875
194.2323221,198.8926058,-271.5107821,198.9851228,199.1234141,-271.0875332,173.8268189,,31.61,0.3,10.67,0,61.28,,21,1,,20.03125,21,,18.6875
194.2323221,198.9156765,-271.5107821,198.9851228,199.1234141,-271.0875332,173.8268189,,32.28,0.13,10.21,0,61.3,,21,1,,20,21,,18.6875
194.1631099,198.9156765,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8268189,,32.5,0.11,10.31,0,61.17,,21,1,,20.125,21,,18.71875
194.0016149,198.8926058,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8268189,,33,0.54,10.62,0,60.7,,21,1,,20.03125,21,,18.71875
194.0016149,198.9156765,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8268189,,34.17,0.45,10.28,0,60.47,,21,1,,20,21,,18.6875
194.0708271,198.9156765,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8268189,,31.74,-0.5,10.4,0,60.71,,21,1,,20.03125,21,,18.71875
194.1169685,198.9156765,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8268189,,33.4,-0.49,10,0,60.31,,21,1,,20,21,,18.71875
194.1400392,198.9156765,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8268189,,32.47,0.28,10.31,0,59.63,,21,1,,20,21,,18.71875
194.2092514,198.9156765,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8268189,,33.17,-0.07,10.31,0,59.49,,21,1,,20.03125,21,,18.71875
194.2553928,198.9156765,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8268189,,34.74,-0.38,10.38,0,59.25,,21,1,,20.03125,21,,18.71875
194.2784635,198.9156765,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8268189,,32.06,0.04,10.87,0,60.28,,21,1,,20.03125,21,,18.71875
194.2784635,198.9156765,-271.5107821,198.9851228,199.1464821,-271.0875332,173.8268189,,34.1,-0.23,10.57,0,59.95,,21,1,,20.03125,21,,18.71875
194.2784635,198.9156765,-271.5107821,199.0081882,199.1464821,-271.0875332,173.8268189,,29.43,-0.2,10.45,0,60.76,,21,1,,20.28125,21,,18.75
194.2784635,198.9156765,-271.5107821,199.0081882,199.1464821,-271.0875332,173.8268189,,34.95,-0.11,10.39,0,60.31,,21,1,,20.03125,21,,18.71875
194.2784635,198.8926058,-271.5107821,199.0081882,199.1464821,-271.0875332,173.8268189,,36.12,0,10.27,0,59.99,,21,1,,20,21,,18.6875
194.3015342,198.8926058,-271.5107821,199.0312536,199.1464821,-271.0875332,173.8498789,,31.76,-0.06,9.98,0,59.36,,21,1,,20.28125,21,,18.71875
194.3246049,198.8926058,-271.5107821,199.0312536,199.1464821,-271.0875332,173.872939,,34.47,-0.28,10.06,0,59.02,,21,1,,20.28125,21,,18.71875
194.2553928,198.9156765,-271.5107821,199.0312536,199.1464821,-271.0875332,173.872939,,31.38,-0.37,10.51,0,58.63,,21,1,,20.28125,21,,18.71875
194.2323221,198.9156765,-271.5107821,199.0312536,199.1464821,-271.0875332,173.872939,,33.13,-0.06,10.34,0,58.52,,21,1,,20.28125,21,,18.78125
194.2323221,198.9156765,-271.5107821,199.0312536,199.1464821,-271.0875332,173.872939,,30.98,0.04,10.19,0,58.53,,21,1,,20.28125,21,,18.6875
194.2323221,198.9156765,-271.5107821,199.0312536,199.1695502,-271.0875332,173.872939,,30.67,0.72,10.49,0,58.67,,21,1,,20.28125,21,,18.6875
194.2323221,198.9156765,-271.5107821,199.0312536,199.1695502,-271.0875332,173.8498789,,30.02,-0.21,10.18,0,58.8,,21,1,,20.28125,21,,18.71875
194.2323221,198.9156765,-271.5107821,199.0312536,199.1695502,-271.0875332,173.8268189,,32.04,-0.01,10.4,0,58.78,,21,1,,20.28125,21,,18.6875
194.3015342,198.9156765,-271.5107821,199.0312536,199.1695502,-271.0875332,173.8268189,,33.02,0.05,9.81,0,58.01,,21,1,,20.125,21,,18.6875
194.3246049,198.9156765,-271.5107821,199.0312536,199.1695502,-271.0875332,173.8268189,,30.72,-0.04,10.72,0,57.86,,21,1,,20,21,,18.71875
194.3246049,198.9387473,-271.5107821,199.054319,199.1695502,-271.0875332,173.8498789,,33.69,-0.2,10.61,0,57.58,,21,1,,20,21,,18.75
194.3246049,198.9387473,-271.5107821,199.054319,199.1695502,-271.0875332,173.8498789,,35.42,-0.09,10.34,0,57.53,,21,1,,20,21,,18.71875
194.3246049,198.9387473,-271.5107821,199.054319,199.1695502,-271.0875332,173.8498789,,29.69,-0.28,10.3,0,56.75,,21,1,,20,21,,18.6875
194.3246049,198.9387473,-271.5107821,199.054319,199.1695502,-271.0875332,173.8498789,,38.39,-0.27,10.67,0,57.57,,21,1,,20.03125,21,,18.71875
194.2784635,198.9156765,-271.5107821,199.054319,199.1695502,-271.0875332,173.8498789,,34.12,-0.27,9.84,0,57.16,,21,1,,20.28125,21,,18.6875
194.2553928,198.9156765,-271.5107821,199.0312536,199.1695502,-271.0875332,173.8268189,,31.77,0.39,10.79,0,56.76,,21,1,,20.125,21,,18.71875
194.2553928,198.9156765,-271.5107821,199.0312536,199.1695502,-271.0875332,173.8268189,,32,-0.41,10.68,0,56.66,,21,1,,20.28125,21,,18.75
194.2553928,198.9156765,-271.5107821,199.0312536,199.1695502,-271.0875332,173.8268189,,32.6,0.19,9.91,0,56.83,,21,1,,20,21,,18.75
194.3246049,198.9156765,-271.5107821,199.0312536,199.1695502,-271.0875332,173.8268189,,35.31,-0.38,10.4,0,56.62,,21,1,,20.125,21,,18.71875
194.3246049,198.9156765,-271.5107821,199.0081882,199.1695502,-271.0875332,173.8268189,,32.54,0.78,10.58,0,68.74,,21,1,,20,21,,18.71875
194.3246049,198.9156765,-271.5107821,199.0081882,199.1695502,-271.0875332,173.8268189,,33.87,-0.6,10.21,0,68.47,,21,1,,20.03125,21,,18.71875
194.3476756,198.9156765,-271.5107821,199.0081882,199.1926182,-271.0875332,173.872939,,33.35,-0.18,10.43,0,64.25,,21,1,,20.28125,21,,18.71875
194.3476756,198.9156765,-271.5107821,199.0081882,199.2156863,-271.0875332,173.872939,,33.35,-0.33,10.44,0,59.12,,21,1,,20.03125,21,,18.71875
194.3476756,198.9156765,-271.5107821,199.0081882,199.2156863,-271.0875332,173.872939,,33.1,0.18,10.57,0,57.86,,21,1,,20,21,,18.71875
194.3476756,198.9156765,-271.5107821,199.0081882,199.2156863,-271.0875332,173.872939,,31.33,0.25,10.01,0,55.92,,21,1,,20,21,,18.71875
194.3476756,198.9156765,-271.5107821,199.0081882,199.1926182,-271.0875332,173.872939,,34.54,-0.27,9.95,0,55.56,,21,1,,20.28125,21,,18.6875
194.3476756,198.9156765,-271.5107821,199.0081882,199.1926182,-271.0875332,173.872939,,30.24,-0.08,10.35,0,55.54,,21,1,,20.28125,21,,18.71875
194.3476756,198.9387473,-271.5107821,199.0081882,199.1926182,-271.0875332,173.872939,,32.18,-0.56,10.6,0,55.55,,21,1,,20.28125,21,,18.71875
194.3476756,198.9387473,-271.5107821,199.0081882,199.1926182,-271.0875332,173.872939,,34.15,-0.58,10.1,0,55.18,,21,1,,20.28125,21,,18.75
194.2553928,198.9387473,-271.5107821,199.0081882,199.1926182,-271.0875332,173.872939,,33.47,0,10.72,0,55.45,,21,1,,20,21,,18.71875
194.2553928,198.9387473,-271.5107821,199.0081882,199.1926182,-271.0875332,173.872939,,31,0.64,10.29,0,55.42,,21,1,,20.28125,21,,18.71875
194.2553928,198.9387473,-271.5107821,199.0081882,199.1926182,-271.0875332,173.872939,,33.94,0.51,10.54,0,55.38,,21,1,,20.28125,21,,18.75
194.2553928,198.9387473,-271.5107821,199.0081882,199.1926182,-271.0875332,173.872939,,32.72,0.17,10.66,0,55.23,,21,1,,20.28125,21,,18.75
194.2553928,198.9387473,-271.5107821,199.0081882,199.1926182,-271.0875332,173.872939,,36,0.43,10.53,0,55.14,,21,1,,20.28125,21,,18.71875
194.2553928,198.9387473,-271.5107821,199.0081882,199.1926182,-271.0875332,173.872939,,33.35,-0.53,10.56,0,54.97,,21,1,,20.28125,21,,18.71875
194.2553928,198.9387473,-271.5107821,199.0081882,199.1926182,-271.0875332,173.872939,,32.49,0.2,10.65,0,54.97,,21,1,,20.28125,21,,18.71875
194.2553928,198.9156765,-271.5107821,199.054319,199.1926182,-271.0875332,173.872939,,34.4,0.29,10.73,0,55.09,,21,1,,20.28125,21,,18.75
194.2553928,198.9156765,-271.5107821,199.054319,199.1926182,-271.0875332,173.872939,,33.93,-0.21,10.35,0,54.1,,21,1,,20.28125,21,,18.75
194.2553928,198.9156765,-271.5107821,199.054319,199.1926182,-271.0875332,173.872939,,37.32,0.14,10.51,0,54.07,,21,1,,20.125,21,,18.6875
194.2553928,198.9156765,-271.5107821,199.054319,199.1926182,-271.0875332,173.8959991,,31.32,-0.19,10.82,0,54.49,,21,1,,20.28125,21,,18.78125
194.2553928,198.9156765,-271.5107821,199.054319,199.1926182,-271.0875332,173.8959991,,33.1,-0.43,10.49,0,53.56,,21,1,,20.28125,21,,18.75
194.2323221,198.8926058,-271.5107821,199.054319,199.1926182,-271.0875332,173.8959991,,33.81,0.21,10.61,0,54.39,,21,1,,20.125,21,,18.71875
194.2323221,198.8926058,-271.5107821,199.0312536,199.1926182,-271.0875332,173.8959991,,35,0.23,10.26,0,53.69,,21,1,,20.125,21,,18.75
194.2323221,198.9156765,-271.5107821,199.0312536,199.1926182,-271.0875332,173.8959991,,34.42,-0.21,10.6,0,53.59,,21,1,,20,21,,18.71875
194.2553928,198.9156765,-271.5107821,199.0312536,199.1926182,-271.0875332,173.8959991,,31.82,-0.21,10.79,0,53.76,,21,1,,20.125,21,,18.75
194.3246049,198.9848887,-271.5107821,199.0312536,199.2387543,-271.0875332,173.8959991,,33.43,-0.38,10.17,0,53.98,,21,1,,20.03125,21,,18.75
194.3476756,199.0079594,-271.5107821,199.0312536,199.2387543,-271.0875332,173.8959991,,34.81,-0.66,10.79,0,54.17,,21,1,,20.28125,21,,18.75
194.3476756,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.8498789,,32.73,-0.24,10.25,0,53.28,,21,1,,20.125,21,,18.75
194.3476756,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.8498789,,31.46,0.46,10.12,0,52.85,,21,1,,20.125,21,,18.71875
194.3476756,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.8498789,,33.5,0.31,10,0,52.32,,21,1,,20.125,21,,18.6875
194.3476756,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.872939,,35.72,-0.63,10.13,0,52.7,,21,1,,20.28125,21,,18.6875
194.3476756,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.8959991,,34.95,-0.23,10.73,0,52.43,,21,1,,20.125,21,,18.71875
194.3476756,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.8959991,,33.35,0.14,10.68,0,53.15,,21,1,,20,21,,18.71875
194.3476756,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.8959991,,32.68,-0.1,10.4,0,53.13,,21,1,,20.125,21,,18.71875
194.3707463,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.8959991,,35.01,-0.27,10.75,0,53.32,,21,1,,20,21,,18.8125
194.4168878,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.8959991,,33.62,-0.47,10.76,0,52.92,,21,1,,20,21,,18.78125
194.4399585,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.8959991,,32.45,0.57,10.24,0,52.4,,21,1,,20.125,21,,18.78125
194.4630292,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.9190591,,32.7,0.11,10.43,0,51.77,,21,1,,20.28125,21,,18.6875
194.4630292,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.9190591,,37.44,-0.75,10.53,0,51.39,,21,1,,20,21,,18.71875
194.4630292,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.9190591,,32.95,-0.07,10.32,0,51.6,,21,1,,20,21,,18.75
194.4630292,199.0079594,-271.5107821,199.0312536,199.2156863,-271.0875332,173.9190591,,34.75,0.21,10.3,0,51.41,,21,1,,20,21,,18.78125
194.5091706,199.0079594,-271.5107821,199.054319,199.2156863,-271.0875332,173.9190591,,35.71,-0.09,9.88,0,51.65,,21,1,,20.28125,21,,18.75
194.5091706,199.0079594,-271.5107821,199.054319,199.2156863,-271.0875332,173.9190591,,34.05,0.33,10.13,0,51.06,,21,1,,20.28125,21,,18.75
194.5091706,199.0079594,-271.5107821,199.054319,199.2156863,-271.0875332,173.9190591,,34.14,-0.33,10.2,0,51.18,,21,1,,20.03125,21,,18.71875
194.5091706,199.0079594,-271.5107821,199.054319,199.2156863,-271.0875332,173.9190591,,31.45,-0.43,10.33,0,51.47,,21,1,,20.03125,21,,18.71875
194.5091706,199.0079594,-271.5107821,199.054319,199.1926182,-271.0875332,173.9190591,,34.45,0.02,10.01,0,51.97,,21,1,,20.28125,21,,18.71875
194.5091706,199.0079594,-271.5107821,199.054319,199.1926182,-271.0875332,173.9190591,,32.34,0.59,9.98,0,52.72,,21,1,,20.03125,21,,18.71875
194.5091706,199.0310301,-271.5107821,199.0312536,199.1926182,-271.0875332,173.9190591,,34.61,-0.13,10.49,0,53.12,,21,1,,20.28125,21,,18.71875
194.5091706,199.0310301,-271.5107821,199.0312536,199.1926182,-271.0875332,173.9190591,,33.69,-0.76,10.7,0,53.03,,21,1,,20.03125,21,,18.6875
194.5091706,199.0310301,-271.5107821,199.0312536,199.1926182,-271.0875332,173.9190591,,35.55,0.13,10.49,0,52.57,,21,1,,20.28125,21,,18.75
194.5091706,199.0310301,-271.5107821,199.0312536,199.1926182,-271.0875332,173.9190591,,32.38,-0.04,10.21,0,52.3,,21,1,,20.03125,21,,18.75
194.5091706,199.0310301,-271.5107821,199.0312536,199.1926182,-271.0875332,173.9190591,,31.07,-0.14,10.13,0,52.29,,21,1,,20.28125,21,,18.71875
194.5091706,199.0310301,-271.5107821,199.054319,199.2156863,-271.0875332,173.9190591,,33.46,-0.13,10.28,0,51.55,,21,1,,20.03125,21,,18.6875
194.5091706,199.0310301,-271.5107821,199.054319,199.2156863,-271.0875332,173.9190591,,35.52,-0.3,9.68,0,51.29,,21,1,,20.03125,21,,18.75
194.5091706,199.0310301,-271.5107821,199.054319,199.2156863,-271.0875332,173.9190591,,33.28,0.3,10.04,0,51.68,,21,1,,20.03125,21,,18.75
194.5091706,199.0310301,-271.5107821,199.054319,199.2156863,-271.0875332,173.9190591,,32.85,0.1,10.86,0,51.78,,21,1,,20.03125,21,,18.75
194.5091706,199.0310301,-271.5107821,199.054319,199.2156863,-271.0875332,173.9190591,,30.57,0.06,10.12,0,51.4,,21,1,,20,21,,18.71875
194.5091706,199.0310301,-271.5107821,199.0773844,199.2156863,-271.0875332,173.9190591,,34.92,0.22,10.29,0,51.23,,21,1,,20,21,,18.75
194.5091706,199.0310301,-271.5107821,199.0773844,199.2156863,-271.0875332,173.9421192,,33.32,-0.08,10.71,0,50.88,,21,1,,20.03125,21,,18.75
194.5091706,199.0541008,-271.5107821,199.0773844,199.2387543,-271.0875332,173.9421192,,33.33,0.42,9.99,0,50.29,,21,1,,20,21,,18.75
194.4860999,199.0541008,-271.5107821,199.0773844,199.2387543,-271.0875332,173.9421192,,35.5,-0.62,10.49,0,50.13,,21,1,,20.125,21,,18.71875
194.4860999,199.0541008,-271.5107821,199.0773844,199.2156863,-271.0875332,173.9421192,,31.56,0.27,10.32,0,49.99,,21,1,,20.03125,21,,18.75
194.4630292,199.0541008,-271.5107821,199.0773844,199.2156863,-271.0875332,173.9421192,,34.12,0.07,10.32,0,50.01,,21,1,,20,21,,18.75
194.4630292,199.0541008,-271.5107821,199.0773844,199.2156863,-271.0875332,173.9421192,,32.19,-0.02,10.52,0,50.09,,21,1,,20.125,21,,18.75
194.4630292,199.0541008,-271.5107821,199.0773844,199.2156863,-271.0875332,173.9421192,,35.94,0.44,10.14,0,53.96,,21,1,,20,21,,18.71875
194.4399585,199.0541008,-271.5107821,199.0773844,199.2156863,-271.0875332,173.9421192,,34.04,-0.11,10.55,0,62.87,,21,1,,20.03125,21,,18.71875
194.4399585,199.0541008,-271.5107821,199.0773844,199.2156863,-271.0875332,173.9421192,,33.28,0.31,10.48,0,59.47,,21,1,,20.03125,21,,18.6875
194.4399585,199.0541008,-271.5107821,199.0773844,199.2387543,-271.0875332,173.9421192,,34.46,0.17,10.67,0,54.87,,21,1,,20,21,,18.75
194.4399585,199.0771715,-271.5107821,199.1004498,199.2387543,-271.0875332,173.9421192,,34.2,-0.7,10.26,0,51.9,,21,1,,20,21,,18.71875
194.4630292,199.0771715,-271.5107821,199.1004498,199.2387543,-271.0875332,173.9421192,,37.43,0.26,10.58,0,50.04,,21,1,,20,21,,18.71875
194.4630292,199.0771715,-271.5107821,199.1004498,199.2387543,-271.0875332,173.9421192,,33.85,-0.19,10.31,0,49.5,,21,1,,20.03125,21,,18.75
194.4630292,199.0771715,-271.5107821,199.1004498,199.2387543,-271.0875332,173.9421192,,35.09,0.43,10.17,0,49.78,,21,1,,20,21,,18.71875
194.4630292,199.0771715,-271.5107821,199.1004498,199.2387543,-271.0875332,173.9421192,,34.74,0.4,10.21,0,49.5,,21,1,,20,21,,18.71875
194.4399585,199.0771715,-271.5107821,199.1004498,199.2387543,-271.0875332,173.9421192,,29.08,0.38,10.35,0,49.36,,21,1,,20,21,,18.6875
194.4399585,199.1002422,-271.5107821,199.1004498,199.2156863,-271.0875332,173.9421192,,34.14,0.04,10.45,0,49.12,,21,1,,20.28125,21,,18.71875
194.4399585,199.1002422,-271.5107821,199.1004498,199.2156863,-271.0875332,173.9421192,,34.71,-0.1,10.57,0,49.31,,21,1,,20.28125,21,,18.71875
194.4399585,199.1002422,-271.5107821,199.1004498,199.2156863,-271.0875332,173.9421192,,32.4,0.22,10.39,0,49.79,,21,1,,20,21,,18.71875
194.4399585,199.1002422,-271.5107821,199.1235152,199.2156863,-271.0875332,173.9421192,,33.72,0.15,10.38,0,49.37,,21,1,,20.03125,21,,18.71875
194.4399585,199.1002422,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9421192,,32.15,0.66,10.7,0,49.58,,21,1,,20.28125,21,,18.75
194.4399585,199.1002422,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9421192,,33.07,0.74,10.7,0,48.75,,21,1,,20.28125,21,,18.78125
194.4399585,199.1002422,-271.5107821,199.1696459,199.2618224,-271.0875332,173.9421192,,30.37,-0.08,10.47,0,48.95,,21,1,,20,21,,18.71875
194.4399585,199.1002422,-271.5107821,199.1696459,199.2618224,-271.0875332,173.9421192,,34.33,-0.21,10.35,0,48.31,,21,1,,20,21,,18.75
194.4399585,199.1002422,-271.5107821,199.1696459,199.2618224,-271.0875332,173.9651793,,34.88,-0.08,10.46,0,48.94,,21,1,,20,21,,18.75
194.3707463,199.1002422,-271.5107821,199.1696459,199.2618224,-271.0875332,173.9651793,,34.95,0.08,10.74,0,48.38,,21,1,,20.28125,21,,18.71875
194.3707463,199.1002422,-271.5107821,199.1696459,199.2156863,-271.0875332,173.9651793,,34.38,-0.29,10.2,0,47.38,,21,1,,20.125,21,,18.71875
194.3707463,199.1002422,-271.5107821,199.1696459,199.2156863,-271.0875332,173.9651793,,33.31,0.09,10.01,0,48.59,,21,1,,20,21,,18.6875
194.4399585,199.1002422,-271.5107821,199.1696459,199.2156863,-271.0875332,173.9651793,,33.79,-0.11,10.03,0,48.58,,21,1,,20,21,,18.71875
194.4630292,199.1002422,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9651793,,32.62,-0.43,10.21,0,48.88,,21,1,,20,21,,18.75
194.4399585,199.1002422,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9651793,,30.71,-0.21,10.43,0,48.93,,21,1,,20,21,,18.75
194.4168878,199.1002422,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9651793,,33.09,0.67,10.38,0,48.68,,21,1,,20,21,,18.78125
194.4168878,199.1002422,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9651793,,31.52,-0.21,9.89,0,48.65,,21,1,,20,21,,18.75
194.4399585,199.1002422,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9651793,,32.42,0.27,10.22,0,47.87,,21,1,,20,21,,18.75
194.4399585,199.1002422,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9651793,,34.95,0.68,9.97,0,48.3,,21,1,,20.125,21,,18.6875
194.4399585,199.0541008,-271.5107821,199.1696459,199.2618224,-271.0875332,173.9651793,,33.74,0.36,10.19,0,47.41,,21,1,,20.125,21,,18.75
194.4399585,199.0541008,-271.5107821,199.1696459,199.2848904,-271.0875332,173.9651793,,31.13,-0.72,10.34,0,46.87,,21,1,,20,21,,18.75
194.4399585,199.0541008,-271.5107821,199.1696459,199.2848904,-271.0875332,173.9651793,,32.89,0.04,10.27,0,47.6,,21,1,,20,21,,18.75
194.4399585,199.0771715,-271.5107821,199.1696459,199.2848904,-271.0875332,173.9651793,,33.78,0.57,10.04,0,47.12,,21,1,,20,21,,18.71875
194.4399585,199.0771715,-271.5107821,199.1696459,199.2848904,-271.0875332,173.9651793,,35.79,-0.28,10.68,0,46.67,,21,1,,20,21,,18.71875
194.4399585,199.0771715,-271.5107821,199.1696459,199.2848904,-271.0875332,173.9651793,,32.39,0.5,10.11,0,47.14,,21,1,,20,21,,18.75
194.4399585,199.0771715,-271.5107821,199.1696459,199.2848904,-271.0875332,173.9651793,,35.3,-0.46,10.59,0,47.26,,21,1,,20.125,21,,18.75
194.4399585,199.0771715,-271.5107821,199.1696459,199.2848904,-271.0875332,173.9651793,,29.86,0.25,10.09,0,46.93,,21,1,,20.28125,21,,18.75
194.4168878,199.0771715,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9651793,,34.78,-0.48,10.24,0,47.53,,21,1,,20.28125,21,,18.71875
194.4168878,199.0541008,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9651793,,34.77,-0.11,9.51,0,46.86,,21,1,,20,21,,18.71875
194.4168878,199.0541008,-271.5107821,199.1696459,199.2618224,-271.0875332,173.9651793,,33.12,0,10.02,0,46.31,,21,1,,20.28125,21,,18.75
194.4168878,199.0541008,-271.5107821,199.1696459,199.2848904,-271.0875332,173.9651793,,33.9,-0.73,10.17,0,46.19,,21,1,,20.125,21,,18.75
194.4168878,199.0771715,-271.5107821,199.1696459,199.2848904,-271.0875332,173.9651793,,37.9,0.46,10.52,0,45.77,,21,1,,20.28125,21,,18.78125
194.4168878,198.9848887,-271.5107821,199.1696459,199.2848904,-271.0875332,173.9651793,,34.5,-0.27,9.91,0,46.69,,21,1,,20.28125,21,,18.8125
194.4168878,199.0079594,-271.5107821,199.1696459,199.2848904,-271.0875332,173.9651793,,34.37,0.06,9.88,0,46.42,,21,1,,20.125,21,,18.75
194.393817,199.0310301,-271.5107821,199.1696459,199.2848904,-271.0875332,173.9651793,,35.75,-0.12,10.17,0,46.15,,21,1,,20,21,,18.6875
194.393817,199.0310301,-271.5107821,199.1696459,199.3079585,-271.0875332,173.9882394,,31.03,0.15,10.55,0,46.27,,21,1,,20.125,21,,18.71875
194.393817,199.0541008,-271.5107821,199.1696459,199.3310265,-271.0875332,173.9882394,,37.07,-0.17,10.27,0,45.71,,21,1,,20,21,,18.75
194.393817,199.0541008,-271.5107821,199.1696459,199.3310265,-271.0875332,173.9882394,,33.19,0.63,10.43,0,45.82,,21,1,,20,21,,18.71875
194.393817,199.0541008,-271.5107821,199.1696459,199.3310265,-271.0875332,173.9882394,,37.95,0.34,10.69,0,45.41,,21,1,,20.28125,21,,18.75
194.393817,199.0541008,-271.5107821,199.1696459,199.3310265,-271.0875332,173.9882394,,35.38,-1.06,10.4,0,45.54,,21,1,,20.125,21,,18.71875
194.393817,199.0541008,-271.5107821,199.1927113,199.3310265,-271.0875332,173.9882394,,35.12,-0.23,9.86,0,45.81,,21,1,,20.28125,21,,18.78125
194.393817,199.0541008,-271.5107821,199.1927113,199.3310265,-271.0875332,173.9882394,,33.9,-0.47,10.14,0,45.63,,21,1,,20.28125,21,,18.78125
194.393817,199.0541008,-271.5107821,199.1927113,199.3310265,-271.0875332,173.9882394,,32.6,-0.1,10.92,0,45.48,,21,1,,20.125,21,,18.75
194.393817,199.0541008,-271.5107821,199.1927113,199.3310265,-271.0875332,173.9882394,,33.45,-0.7,10.52,0,45.3,,21,1,,20.28125,21,,18.78125
194.4168878,199.0541008,-271.5107821,199.1927113,199.3310265,-271.0875332,173.9882394,,33.77,-0.22,10.45,0,45.56,,21,1,,20.28125,21,,18.75
194.4168878,199.0541008,-271.5107821,199.1927113,199.3310265,-271.0875332,173.9882394,,37.48,-0.52,10.4,0,45.2,,21,1,,20.03125,21,,18.75
194.4168878,199.0541008,-271.5107821,199.1927113,199.3310265,-271.0875332,173.9882394,,32.97,-0.31,10.26,0,44.52,,21,1,,20.125,21,,18.75
194.4168878,199.0541008,-271.5107821,199.1927113,199.3540946,-271.0875332,174.0112994,,32.22,0.12,10.09,0,44.8,,21,1,,20,21,,18.75
194.4168878,199.0541008,-271.5107821,199.1927113,199.3540946,-271.0875332,174.0112994,,36.34,0.25,10.07,0,44.6,,21,1,,20,21,,18.75
